clean_text,sentiment,language
i love amazon i love amazon the speed on their service is always quick and they have improved maiden in their customer support over the years recently had a slight issue and had email live chat phone sorry to choose from sure some things go wrong from time to time but they sort everything out quickly,positive,en
amazon uae grocery delivery delays amazon started lately to deliver grocery in uae it promises two day delivery under prime service but rarely they deliver on time such items highly advise to use noon instead not to keep waiting under their mercy,negative,en
don t facesty with me was supposed to receive a delivery from amazon i get a call from the courier telling me i can come out to the street and pick up my parcel i asked him if he knew the address yes so what s the problem do the job you re paid to do which is to deliver to the customer s front door otherwise seek alternative work if you don t want to do it does the postman call you up and tell you to collect your post from the street don t facesty with me paack delivery driver amazon should reassess the use of certain courier providers especially those who deliver amazon customer s goods,negative,en
only amazon cannot find my house i could give 5 stars because i love amazon but i m already extremely irritated with having to search for my orders always going after my neighbors and each time it s in a different place even when they call asking for help finding the house they don t leave the package at my house i don t know how difficult it is for amazon to make deliveries as it only happens to them i receive an post dhl and several others but only amazon cannot find my house,negative,en
they deleted my account without explanation they deleted my account sales gerasimov gmail com without explanation my order never arrived i cannot find out its status tech support cant help or get my money back finale my order was not arrived to japan osaka amazon apologized for the wait and then blocked my account i don t understand how this is possible terrible tech support,negative,en
amazon gonna amazon review text not found,positive,en
great products great products always find what i m looking for prices are very good prices are great products all have been great better than i have anticapated everything is great,positive,en
no longer trust customer service i recently purchased an item which included a 50 digital credit all stores were offering some type of incentive for purchase but i went with amazon because i trusted them i was told i would receive an email within 24 hours after shipping i did not so i contacted support by chat i spoke to the agent who did not seem to understand the problem at all she kept telling me how to purchase and receive it which i had already done after 20 minutes of poor communication i asked for it to be escalated which she did without issue but the supervisor took a 20 more minutes to understand my issue as well he gave me advice that did not work either i ended the conversation politely because i thought i could contact by email fat chance there is no email and the thought of wasting another 40 minutes by phone for 50 bucks is not worth it i purchased it under the correct conditions clicked redeem and should get some type of credit i have screenshots should be pretty simple but it is no longer worth the effort for me i will choose another vendor going forward,negative,en
waiting in since midday for an waiting in since midday for an expensive delivery app showed it tracked to my door but no knock and no body around app then says delivered to resident blatent liecustomer service hopeless supposed refund and compensation no where to be seen,negative,en
i never used amazon as a company that i i never used amazon as a company that i would buy from until mid last year i thought their cost on goods were always slightly higher than maybe buying directly from other companies however i can say that i m now a regular buyer from amazon after my experience on the run up to christmas in a way panic buying in case anything was delayed due to covid i was always guaranteed that i would have my orders delivered on time which was reassuring and peace of mind i have never had any issues with any of my deliveries and they have always fully committed to the delivery times given regardless of what is going on in the world at the moment completely flipped my opinion on buying from amazon i m now converted to being a regular buyer great service and experience overall thanks amazon,positive,en
i m very dissatisfied with amazon i m very dissatisfied with amazon and amazon prime they kept charging my credit card for prime over and over again and they would not wake up for it all i have to say is don t trust amazon,negative,en
fast efficient easy to deal with they always come up trumps and that is to oz,positive,en
great company and affiliates i have used amazon for years have only had positive expirences with them,positive,en
received a package full of broken glass received a package full of broken glass due to amazon s poor packaging when speaking to the rep on the phone was asked to return it by post for a full refund seems that they don t care for health and safety and want me to not only handle broken glass pieces but also put the usps staff at risk,negative,en
it took me putting a man s name in it took me putting a man s name in the chat in order for anyone overseas to take me seriously they took out payments that weren t authorized claimed they have no record of it and wouldn t file a dispute even after they said they would need my bank statement which i was willing to give they do not take women seriously at all i was on the phone chat almost all day just trying to get this problem solved once i used my maiden name as a first name the problem was solved in a matter of minutes i am seriously extremely close to closing my account with them,negative,en
prime is really great always getting prime is really great always getting deals and steals,positive,en
to be honest one star is too much to be honest one star is too much complained because today while at home caught the delivery driver putting my packets in my wheelie bin when i asked him he said he was allowed too on speaking to customer services they were just as bad and well items spoilt do not fancy food now its been in the bin,negative,en
amazon used to be great with product amazon used to be great with product prices and delivery i waited for products that had a 1 day delivery they are had two m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 m z m r r v h l l h m r 1 8 4 4 4 2 0 0 0 7 2 every day they were on truck but necer delivered i was told sorry items are late they days were increased whats the point of prime not to mention their fees keep going up they are not worth it use ebay since shipment isn t cheap and it s not fast either,negative,en
they have everything can t say enough good things about amazon started out buying books from them years ago now i look to them first for everything i have made innumerable purchases from amazon and have never had the first problem with any transaction they are the best by far,positive,en
good company i love fishing and sometimes the equipment must be replaced so i bought my fishhooks here they were cheap sure not the best quality but okay,positive,en
bad amazon sellers ferreteria lepanto order number 408 6098572 7581136 sent steps that were not actually ordered by me some cross orders created by amazon this seller only returned one third of the cost of the goods i have reported this many times but the seller gives no response worldbooks es order number 408 2796201 2683544 heartbeat series 13 the dvd s arrived unsealed like second hand the case is broken the inner holder is also broken 2 dvd s 1 and 4 were shiny side up and scratched i believe these were sent to someone else and returned as damaged and the seller just sent them to me i have contacted the seller several times requesting a replacement but the seller has never replied ugreen order number 408 1590034 4549115 sent a cable female to female but the order was for male to female a return has been requested but the seller expects me to take the item to some dispatch point several miles away from my home i am 49 disabled and that is why i use the internet to buy goods as i cannot get out much and when i do it is by ambulance or taxi i have added these 3 sellers to my amazon black list,neutral,en
amazon has gone to s amazon used to be amazing now i guess they have allowed themselves to get so popular that they have forgotten what they did in the beginning that got them this far rude customer service horrible products and no sense of care at all i m ashamed all my hard earned money being given to a pure rip off of a company,negative,en
worst service ever review text not found,negative,en
customer service are a joke customer service are a joke had one item not arrive as it was dumped outside which i ended up not receiving was a delivery issue not mine yet they expected me to file a police report and do their job for them another arrived damaged and basically said they wouldn t replace or refund driver didn t even knock the door just dumped it by my door do not trust this service i used to rate them quite high now i wouldn t even give them 1 star,negative,en
bad shop bad shop i dont like,negative,en
received returned items i ordered a delta orb trim kit everything in the box was unwrapped and the finish was scratched up on three different pieces definitely a returned or used item if i could give 0 stars i would i hardly ever order anything from amazon because i really don t like the company i wanted to save money so i tried it out that was a mistake will never use amazon again can t watch tnf anymore either because they now have an 11 year contract what a joke,negative,en
yeah yeah they kind of took over the world right they do fine not great or spectacular fine,neutral,en
excellent magic first class service,positive,en
not worthy of 5 ever amazon is definitely not worthy of 5 reviews ever where to start customer service is terrible 1 2 the time can t understand what they are saying just sounds like gibberish and i m always saying what can you repeat shipping is usually late even though i am 10 minutes away from portland oregon a lot of times packaging is not good as i ve had a couple things damaged in transit placing any reviews deemed negative or mentioning amazon for products they sell or allow 3rd party vendors to sell are usually declined and given a list of possible reasons why it won t get posted that s bull i hater of amazon in vancouver washington in short not a big fan of amazon,negative,en
cheap behaving poor company without any proof of delivery they have declined to refund 200 worth of lost order for about of 2 year of usage of their services i have first time were in need to get refund for lost item and there it is,negative,en
delivery is always on time review text not found,positive,en
tracking id tracking id 343244981330 very worst service not delivered from past 15 days,negative,en
customer service is horrible customer service is horrible i had one package was delivered but actually lost i called them to request a refund but the customer service person lied to me they told me the package has not been delivered will be delivered the next day and they also said will contact me next day but nothing happened no one called me package was lost the worst part is that there is nowhere to submit my feedback on amazon website or after my call to cs,negative,en
amazon com wig i just got my wig in from amazon and its so beautiful shipping was amazing and fast id recommend amazon to anyone i will be shopping from there again in the future,positive,en
to hell with amazon my account got locked due to suspension activity but i haven t used my account till recently and i ordered some stuff and and they put it on hold so i called them 13 different times and half the time they hung up on me and i had 10 of them tell me that the account manager was gonna contact me and that was 2 weeks ago really poor customer service goes show you how jeff bezos and amazon cares about their customers i lost 200 and i am taking my business elsewhere,negative,en
please read amazon charging scam internally not externally amazon internal subscription scam not the same as the other scam refering to cold calls for renewals long story short i was paying monthly for amazon prime amazon converted me to annual subscription and charged upfront without any indication from me in any way whatsoever completely fraudulant behaviour they just changed me to annual and charged me then it took me 3 phone calls to get my subscription cancelled and refunded and was spoke to incredibly rudely by their customer service who told me they wont help me if i dont remember the email address assigned with the account the rude boy changed his tune when i asked to speak to a manager because i m being spoken to like a criminal when i am trying to discuss my account using any other form of verification the rude man then finally said he could see my details and he can help me with my refund which he pretended he did because 11 days later i had to call again and go through it all again the app doeasnt allow changing email address associated with the account and they make it incredibly difficult to cancel and get a refund i promise you amazon are being sneaky with annual subscriptions as other companies are now doing it s just adding difficult cust serv reps and changing you to annual subscription to try to get a push for money during the downturn don t say you werent warned it was a horrible experience i will not use amazon again i m going back to the highstreet,negative,en
scammer amazon beware from them ebay scammer amazon beware from them ebay is the best,negative,en
the worst retailer out there treats you the worst retailer out there treats you as if you re an animal to currys whsmith and so on for me next time,negative,en
great retail experience i ve never been disappointed with a shopping experience on amazon i ve ordered books music and clothes seamlessly with fast delivery,positive,en
always perfect never had any issues always perfect never had any issues with this company,positive,en
i am really disappointed with amazon i am really disappointed with amazon i have been a loyal customer for the last 6 years have made several orders once i ordered a laptop and the screen was broken i had no way of getting a refund they over charged me for orders for sales tax and delivery during the pandemic and now i m locked out of my account i tried calling customer service but they couldn t solve me issue they never appreciated me as a loyal customer after all these years i think i m done with them i have never felt so disappointed and abandoned,negative,en
worst worst not buying again,negative,en
items are taking a long time to be items are taking a long time to be shipped out and get delivered amazon is not what it used to be send them to space,negative,en
i love amazon i can get anything i want and most of their prices are great,positive,en
i cancelled an order with amazon they i cancelled an order with amazon they advised me i would get a refund after never received the item as it was two items i got half refunded im still owed 132 99 i have contacted them over online chat that took 2 hours then they kept blaming my bank then i went and called them on the phone for 45 mins to be told yes they will sort and email me a response in 48 hours 4 days lster no reply no money biggest fob off merchant ever i will not be using and will be referring to trading standards,negative,en
cost 12 return two items that were cost 12 return two items that were defective deliveries late done after hours left out company has become a disgrace,negative,en
amazon customer from morocco i m from morocco bought two volumes of manga vagabond vizbig edition vol 1 and 3 it arrived 9 days after i ordered them which caught me by surprise cuz i thought it would take at least 3 weeks lolthe 2 volumes were in perfect condition just a couple very tiny scratches on one volume ps the 2 volumes were sold and shipped by amazon not a 3rd party seller so your experience might be different depending on that,positive,en
best company to deal with best company to deal with any time i have a small issue their customer service handles it,positive,en
amazon always has my back amazon always has my back i ve never had a bad experience with them and i order thousands of times with them always fast and accurate shipping and will correct any problems with a generous return policy,positive,en
i even sell my own book on amazon i have ordered many many books from amazon and have never had a problem with a product good sellers good information and easy to find search results the design of the site really needs to be updated though and one time a book was actually not in stock when i ordered it so i waited three weeks to find out it wasn t coming,positive,en
i ordered a 150 00 coat and it said it i ordered a 150 00 coat and it said it was delivered with a photo i was home about 25 minutes after and it wasn t there every time they say something was delivered to the front it s not there there are instructions to only deliverer to the back now amazing says the order is too expensive to replace or refund without a police report so now they expect me to miss work and go thru the hassle of filing a police report when i have no proof the driver actually left the package amazon should do better,negative,en
i used to like amazon i ve spent loads i used to like amazon i ve spent loads with them and stopped shopping ebay i ve sent a few things back now they pulling me up say some things didn t come back in original condition told em where to go now i ve stopped giving amazon my money avoid like the plaige minus 1 star rating,negative,en
pay for prime delivery but don t get pay for prime delivery but don t get it told that nobody was there to sign for it but that s not true tried to phone but just left in limbo diabolical service will not continue to pay for prime,negative,en
i ordered lp from amazon i ordered lp from amazon as i m living in ukraine i used the forwarding company to deliver my parcel to ukraine when i received my parcel it was sealed by amazon i opened it and found out that they sent me a wrong lp not even the band i ordered after that i spent much time and a lot of nerve cells trying to solve this problem but at first they changed managers 20 times until they found that one who can help he promised to make a replacement several days ago i contacted them once more and they said that they will help me to make a replacement in a week when i still didn t have any information about what s going on they told me that it s not their fault and the delivery company should solve this problem they didn t give me any answers about how they imagine that delivery company is guilty and why should i pay for their mistakes so much time no results i paid money for lp i didn t get it amazon doesn t want to do anything to solve the problem amazon has the worst customer service i have ever met it was my last purchase from them and i don t recommend this shop to anyone,negative,en
you either get your item or don t i gave it four stars because it s a 50 50 shot with them you either get your items or you don t overall they did take care of some of the issues i ve encountered but really should add weekend pick up returns versus solely being on the weekdays i mean if you screw up atleast give the opportunity to return it when it s at our convenience most of us work weekdays during the morning other than that amazon has everything some overpriced some are convenient,positive,en
package has never arrived delivery is the worst package has never arrived if i could give them 0 stars for the delivery services that they have in italy then i would i have ordered a gift to my parents that was supposed to be delivered in a small city 30 km away from rome even if i left clear instructions confirmed by amazon s cs that the name of the street does not match the results in google maps and that they shouldn t rely on google maps the delivery person has left the package at god knows where the order is marked as delivered but who knows to whom and where 0 stars for delivery 5 stars for their customer service team however i want my money back amazon you managed to let me down,negative,en
iike myself have amazon prime iike myself have amazon prime i placed an order it s says have it the next day for free shipping well i waited and waited for it to show when it came past the time for it show it now says it be out the next day i called up good old amazon too see why it was never out for delivery come to find out they don t deliver on sundays i informed the agent the only reason i placed this order what s for one piece that i needed for my computer but i need it for my job i kindly asked what is it today again for any inconvenience because their system had a flaw in it and it let me down as an amazon prime member again we pay for that sheep lately and for me so i can get a 5 credit i said are you joking i said 5 a company that is worth billions of dollars is offering a customer 5 for an error but they made that is supposed to have a good system in place for people to receive their packages on time i told her it feel like i was being kicked in the nuts by amazon and ask to speak to a supervisor and the supervisor answered she informed me that i could only get 6 because that s what was the shipping cost and that i didn t pay for shipping and i had to inform him it s free because i m a prime member i informed him amazon treats their customers like shipping we re only worth what we pay in shipping i m no longer going to use this joke of a company,negative,en
i ve returned 3 ssd that i ve bought i ve returned 3 ssd that i ve bought amazon refunded just one and they say that i can t claim the other 2 i had to escalate the complaint to visa for the first time in 5 years as amazon customer amazon is no more a safe place to buy in go to other shops,negative,en
i order alot from amazon i order alot from amazon i am a prime member however i hate being lied to angie s review here said it best and is spot on on the day my delivery is due i get a shipping notice for 8 days later that s bs i would not have ordered this item i can get this item somewhere else easily and today they just changed the delivery date all on their own and now i can t cancel it either or actually talk to a customer service rep this company is hit and miss and you can t trust this nor where their drivers decide to leave your parcels because i find them in many vulnerable places,negative,en
amazon has stopped 2 day delivery in my amazon has stopped 2 day delivery in my area ridiculous why even get prime at this point,neutral,en
worst customer service worst customer service amazon now uses sub shipping companies such as dynamex who tends to misdeliver the item contacted amazon to look into the lost item and asked for the refund this was their response to a 13 year old loyal prime member nesha customer serviceunfortunately we can t replace refund this item per our conditions of use under section risk of loss all items purchased from amazon are made pursuant to a shipment contract this means that the risk of loss and title for such items pass to you upon our delivery to the carrier,negative,en
i thought amazon was a reputable i thought amazon was a reputable company but my experience says otherwise this was my first and will be last time i use amazon i ordered 3 books 2 arrived promptly i have waited over 6 weeks for the third one every week the release date changes by 7 days i contacted amazon multiple times to see when it would arrive each time the person i spoke to via chat either seemed completely disinterested or appeared to be reading from a script chats are not saveable and the agent deletes it at the end of each conversation i have emailed multiple times and never had a response the only solution that was ever offered was to cancel my order i am warning all friends and family not to have dealings with amazon,negative,en
returned an item was scanned at post returned an item was scanned at post office then received email from amazon we have received item issued refund 45 day charge me for item saying wasnt returned contacted customer service lie after lie told false emails to contact then told id have to contact post office,negative,en
not bad not good i found some good deals on amazon but also waited weeks to get those customer service is meh they don t really care about your orders,neutral,en
cust service and fraud dept what a joke my account was hacked and someone was using my email account and writing terrible reviews under my name i spoke to both departments because i now am not able to leave reviews and all reviews i have left have been removed they said they would have their team look into this and solve this issue for me that s funny what i did get was several emails telling me about their guidelines for reviews and fraudulent activity and 1 very insulting email almost implying that my claims are false i have since canceled my prime membership and will find an alternative company to order from they are just getting to big for there pants,negative,en
prime membership not worth it anymore we pay more for prime membership every month but the actual prime membership experience is dreadful when i first started using prime 5 years ago next day delivery meant you got your item in your hands the next day nowadays next day delivery might as well be next week delivery the delivery system needs a drastic fix i think my time as a prime member has come to an end because i see literally no reason to pay for something that is not true it is not next day delivery i live in central london just in case people think i live on a remote island,negative,en
fast delivery fast delivery decent customer care,neutral,en
cannot fault order many various things absolutely love their service it is so easy love the fact that all your card details personal details and delivery addresses are stored so do not have to type in repeatedly also love how they respond and resolve any problems with unwanted and or faulty goods,positive,en
excelent deals and record time to delivery excelent deals just the real thing record time for delivery 2 days oh man i will keep using amazon platform in the future,positive,en
surprising late delivery i recently ordered an item which should have been delivered in approx 4 5 days but it is now almost 2 weeks and when i check the tracking number it says it is yodel and today it has message saying parcel is probably lost so have put through request for refund but they say i must contact seller which i have tried to do but message says they are no longer in business so where does this leave me as they have my money but i feel that ethically there is something not quite right and wonder whether my order has been scammed wait for answer,negative,en
delivered on time and as ordered ordered a bird feeder and a document shredder order arrived the following day as promised courier provided regular updates on progress including a map showing the courier proximity when delivery was close goods as expected great stuff,positive,en
a second alli express shop a second alli express shop almost everything made or sent by china the filters don t work and we can t get rid off chinese products if i wanted to buy from china i would go directly to alli express cheaper i miss the old amazon what happened to you and this applies to all amazon us germany spain uk it,negative,en
use to be a great site use to be a great site now filled with goods from china prime has become an overpriced joke that is no longer 2 days,negative,en
shopping best site to shop,positive,en
amazonnnnnnn my personal fav website honestly is really cheap and come in just as they said there were would recommend it to anyone who doesn t know it now they have everything i need or want,positive,en
absolutely horrible customer service absolutely horrible customer service when it comes to the credit card there was an error on their part but i still got affected by it and they were unwilling to work it out so over i m wondering what was the point of me get their credit card if it s not going to impact me in a good way it was an absolute waste of my time,negative,en
cool nice service,positive,en
worst customer service ever really negative star i have talked to over 10 agents now trying to find out why my account is still in review after i had fraudulent charges and got a email from the dispute center that it has been resolved in my favor month later still waiting everyone of agents have said it will take 24 to 48 hours and you will hear back nothing a month after the 1st call,negative,en
excellent items review text not found,positive,en
robin wv i have ordered books movies music a stainless steel thermos hard to find stainless steel adjustable sink dish racks and much more from amazon com i have always received my orders in a timely manner and have been happy with the quality of the merchandise,positive,en
honestly just had to close my account honestly just had to close my account since they ve bungled my refund royalythen the customer service kept saying sorry but did nothing to fix my problem useless,negative,en
amazon pays for fake 5 star reviews amazon pays for fake 5 star reviewsi ordered a pair of hearing aids from amazon and they are terrible amazon mailed me a flyer get 70 00 for a 5 star review this is almost 50 of the cost of the item i thought this was a scam by the seller since this is an immoral tactic i called amazon amazon confirmed that it was their promotion to encourage people to give reviews i said well they are only worth 2 stars i wouldn t want to mislead people but i want the 70 00 she said you only get paid if you give 5 stars i asked so amazon will pay me to lie to people and she replied sure i guess i never thought of it that way before i did not know that i had a soft spot in my heart for amazon but i guess i did because i feel hurt in my heart my feelings are hurt amazon s rating system is a total lie please say it isn t so a single tear i ve reported this immoral behavior to the atty general the federal trade commission and even the post office the ftc recommended the last since the card came regular mail shrug i guess it is illegal to facilitate crime using the post office for its normal uses has this happened to you have you ever gotten one of these post cards this wasn t my first one other people must be getting these too report it stop the abuse of the rating system at amazon if it is rated 5 stars it should earn that rating not buy that rating of course get the money first then report them hehe,negative,en
great product poor customer service i have been using amazon for over five years theybhave excellent products but quite recently i have been having so many problems with the service delivery,negative,en
why try to deliver on sunday amazon stated that an item was going to be delivered monday but tried today the dogs usually bark so we would have known but the driver never knocked,negative,en
i would give 0 if i could i would give 0 if i could amazon is worst company i ever dealt with the amount of time they changed delivery which i paid premium was horrific when contacted they offered to give 10 pounds back i paid extra for delivery i told them i want it on my bank account since i paid with money so now i have to spend it again on that horrible company that stole my money for a month avoid at all costs oww and on top of that they don t have complaint deparment they take your complaint by word and they throw it to trash since there are no ref numbers or anything avoid this bunch of thieves,negative,en
dear amazon team i have a very bad dear amazon team i have a very bad experience with you ive nt received my product till now due to which i ve face lots of issues and cancelled my flight so i ve cancelled my order and return my money asap,negative,en
i used to enjoy shopping with amazon evil restocking fees i used to enjoy shopping with amazon until they started apply restocking fees the reality is that not all products are created equal or with high quality not all products listed on amazon have accurate product descriptions not all products have responsive resellers manufacturers who care about customers we are talking about restocking fees of approximately 20 plus value of product buy with caution better yet shop at your local retail store to avoid restocking fees bad corporate move amazon where is the transparency to our prime amazon members non existent shame on your amazon shame on you i will keep my products rather than pay ridiculous excessive restocking fees i will think twice about buying something using amazon i will think twice about giving company reviews and i can assure you they will be more negative if the product is substandard it is not my job amazon to answer questions regarding products making money on you website its time for you and the manufacturer to practice real customer service and answer questions that clearly the manufacturer should answer and does not answer i am one upset amazon member today no more contact regarding product reviews,negative,en
terrible delivery terrible delivery down for 1430 1630never arrived rescheduled for up to 10pm yet driver per amazon tracker passed within 0 5miles my address twice before heading off elsewhere rechecked at 2000hrs driver been sat at costa coffee for 1 5hrs 2100hrs still no delivery called customer service who although polute couldnt or wouldnt help resolve when delivery would take place no contact with driver available no map tracker update available per service representative thoroughly dissatisfied at the professionalism of this company as a courier man myself you dont send a driver with hundreds of pounds worth of parcels out and have no way of contacting them pathetic excuses,negative,en
one of the best e shops in the www you can find anything and everything often at the lowest prices quick deliveries even without prime easy and free returns excellent customer service,positive,en
discussed with amazon ordered a fridge freezer it came smaller than was advertised that was on the 7th december they took the other back it is now the 23rd an i still not had my money back it s disgusting an they couldn t care less that i have no fridge freezer for my christmas food i can t buy one until i have my money back won t be using them again,negative,en
i ordered a hp laptop on 19th july and i ordered a hp laptop on 19th july and it delivered on 20th july at my given address with order id no is 403 3904378 6845109 but due to some browsing issue i called amazon customer care for return but first they assign a hp laptop technician for check after that return window available and pickup schedule on 08th aug but due to some reason the return pickup rescheduled on 09th aug and the pickup tracking id is 627315699530 but now the status of my item is return may be lost return lost in transit and when i called the amazon customer care they said you send some different product so we can t help you further but my return item is the same as the delivered item and without having any scratches and damaged so it s my request to amazon please track my return item and raise my refund which is very helpful for me,negative,en
no purchase options on digital content i use amazon extensively but their digital purchase experience is driving me to look at other options hate to leave my kindle library behind but i need to purchase digital content on 2 different credit cards amazon offers only 1 click buy now option for digital content this forces me to click 16 times in order to switch credit cards each time i buy digital content on a different card driving me nuts just let me add it to the cart and choose my purchase method,negative,en
great company bad deliveries great company can get almost anything way cheaper than most companies quick delivery too my only issue is the drivers never ring the bell and dump stuff at the door in open view as late as 8pm employ staff who respect the fact they have a job,neutral,en
best in the biz best in the biz always were there during covid and willing to fix problems,positive,en
disgusting service disgusting i ordered an expensive item with amazon and made sure it was a prime item so that i had the next day deliver promise not only did i receive the item 3days later not next day i was also charged twice upon speaking to their customer service team i was told they had made a mistake and sent the parcel in the opposite direction from my address which happens as for being charged twice i apparently ordered two and cancelled one which was definitely not the case when i asked the person i spoke to about paying for prime and my next day delivery they had no response whatsoever in fact they were actually very rude so why am i paying for it i have always noticed that my items usually aren t next day but i never think to much about it as they are usually just little cheap things for my children however this item was expensive and was needed literally the next day poor poor service from amazon recently have really questioned using them lately too such a shame,negative,en
fastest orders so far fast delivery order really appreciate your quick delivery within two working day it was recieved today thank you,positive,en
please stop collaborating with airmee please stop collaborating with airmee in sweden they never deliver on time and whenever i ordered a product from amazon i end up with local delivery with airmee without my consent they failed to deliver such time sensitive items as medical products or a birthday gift even when i paid an additional fee to amazon to ensure fast delivery,neutral,en
rubbish delivery rubbish service i have had amazon prime for a decade used to love it but in the last few months delivery has got worse and worse and worse i am sick to death of next day deliveries having an estimated delivery time usually later than i d like being randomly pushed back 3 4 hours just as the original estimated time is approaching and having a delivery window going up to 10pm is absolutely unacceptable anyway i have now started cancelling orders if they haven t arrived by 6pm and then go elsewhere to buy the items i ve cancelled i coukdn t care less about the admin and logistics costs they have to incur by me doing this it serves them right for providing a lousy service that is getting worse and worse very soon amazon will cease to be my go to online shop and i ll cancel my amazon prime they ve just increased the price of prime while not giving a damn about their servi e getting worse and worse no wonder their share price is dropping they ve had their day,negative,en
too many items not available for locker too many items not available for locker collection or drop off point collection bought items froim ebay instead,negative,en
best price finder hands down i can count on amazon ito help me get the best price on almost anything,positive,en
amazon is getting ridiculous amazon is getting ridiculous i am paying for amazon prime and it is taking forever to get packages they are now claiming my packages got lost and they re offering a refund after i waited 2 extra weeks get it together amazon let your customers know what s going on why are you taking money for prime but can not deliver,negative,en
amazon mexico the worst i have been an amazon customer for 15 years in 6 countries amazon mexico is the worst by far countless hours on the phone for simple stuff they d normally resolve in minutes in any other amazon,negative,en
never again never again no customer service after 30 days involuntary renewal no ability to access a person only computers limited brands and high prices,negative,en
driven to distraction by this scamming company i placed an order and they asked for a phone number on my account i used every number i had and couldn t access my account i phoned customer service in india and they couldn t even understand my name despite spelling it i was raging and frustrated and hung up i told the next one i couldn t access my account because of the phone number she asked for the phone number i sad i don t have it i was blowing a fuse by this time asked to speak to a manager as she obviously didn t understand my situation i couldn t speak to anyone all she said was she couldn t progress till i gave her a phone number i m in a rage by this time i hung up and closed my account i m owed 149 28 from a cancelled order sitting in my pending transactions my bank gave me the authorisation code to ask them to cancel the transaction from they re end this time on the phone to south africans who refused to even consider tracing the authorisation code manager refused point blank and was almost aggressive with me used resolver and wrote the emails said the email address was unmanned gave me links down the usual route wrote to amazon complaints and again the email address again is unmanned gave me usual links are amazon hiding from customers and can t they employ possibly afghanistan s to answer the emails without coming in contact with any telephones i want my money refunded and i will get it by any means i m disgusted at this company and they should hire english speaking people we pay them enough not people who speak foreign dialect english,negative,en
worst customer service i ve ever had worst customer service i ve ever had i ve send in an item for repair which has some defects 4 weeks further and i still hadn t received any mail concerning the return so i contacted them in the next 10 hours they send me 2 replies i would receive a refund in the next two weeks for the item returned for repair and they would pay it to the original payment method fast forward 2 weeks further and i still hadn t received my refund so i contact them again apparently they couldn t identify a payment method i added a new payment method to my amazon account and they told me they would be paying it back there in the next 7 days 1 5 week later i still didn t receive a refund so i contacted them again they still weren t able to identify a payment method which i find odd because i also had an amazon prime subscription on the same account i removed it and added it again 7 days later still no refund nor any reply once again so i contacted them again they now said my products warranty was expired it did expire in that week the only reason my warranty was expired was because of their slow and lacking customer service and they told me they won t be able to pay it back i ve send an email again afterwards and they told me they didn t notice there was a case concerning the return apparantly the employees closed the case a few weeks later and i still haven t received a refund nor i received the item i ve send in for return truly the worst customer service i ve ever had,negative,en
better to order off here then newegg amazon is amazing when it comes to customer service i had to return a damaged video card and they refunded my money before i even sent the card back no questions asked now i didn t use amazon again this time but ordered from newegg and i am having a horrible experience newegg is lying about my order process been hung up on 3 times been lied to twice my new gpu has been in the packing stage for 5 days now this kind of behavior is unacceptable and this kind of behavior is not what amazon does amazon is the best screw newegg,positive,en
purchased a bag for 95 pounds purchased a bag for 95 pounds amozon cancelled the order before delivery and now say the bag is 145pounds spoke to a manager who was of no help at all i will be reporting this to trading standards,negative,en
so i ordered some furniture from amazon so i ordered some furniture from amazon they used this shipping company name r l this is the worst company they send 1 person to deliver furniture which is like 2 hundred pounds each what kind of company is this so unprofessional a lot of miscommunications they didn t call to say they re coming no info on amazon website now the guy have to take the furniture back and reschedule what a waste of time amazon i hope you look into this company,negative,en
